virus,reference,hi
a/perth/16/2009,a/maryland/2/2012,79.99999999999997
a/perth/16/2009,a/wisconsin/67/2005,43.027623448807255
a/perth/16/2009,a/uruguay/716/2007,44.16358054695249
a/perth/16/2009,a/hong_kong/1985/2009,525.0146278448883
a/perth/16/2009,a/wisconsin/15/2009,414.98865748832293
a/perth/16/2009,a/hong_kong/34430/2009,639.9999999999999
a/perth/16/2009,a/rhode_island/01/2010,639.9999999999999
a/perth/16/2009,a/rhode_island/1/2010_(x_199),1279.9999999999998
a/perth/16/2009,a/samara/73/2013,140.67418639187966
a/perth/16/2009,a/hong_kong/146/2013,179.5939277294995
a/perth/16/2009,a/stockholm/6/2014,66.0557527621603
a/perth/16/2009,a/switzerland/9715293/2013,50.03983120785756
a/perth/16/2009,a/hong_kong/5738/2014,40.0
a/perth/16/2009,a/netherlands/525/2014,72.45789314111255
a/perth/16/2009,a/england/527/2014,319.99999999999994
a/perth/16/2009,a/hong_kong/7127/2014,159.99999999999994
a/perth/16/2009,a/hong_kong/4801/2014,40.0
a/perth/16/2009,nymc_x_263b_(a/hong_kong/4801/2014),40.0
a/perth/16/2009,nymc_x_261_(a/hk/7127/2014),40.0
a/perth/16/2009,a/finland/9/2008,40.0
a/perth/16/2009,a/johannesburg/15/2008,40.0
a/perth/16/2009,a/hong_kong/1952/2009,69.6440450636899
a/perth/16/2009,a/hong_kong/26560/2009,639.9999999999999
a/perth/16/2009,a/philippines/2191/2009,639.9999999999999
a/perth/16/2009,a/serbia/ns_210/2013,123.94077138133225
a/perth/16/2009,nib_85_(a/almaty/2958/2013),155.0375158242018
a/perth/16/2009,a/new_york/39/2012,79.99999999999997
a/perth/16/2009,a/almaty/2958/2013,159.99999999999994
a/perth/16/2009,a/trieste/25c/2007,40.0
a/perth/16/2009,a/brisbane/24/2008,40.0
a/perth/16/2009,a/perth/15/2009,226.27416997969513
a/perth/16/2009,a/niigata/403/2009,226.27416997969513
a/perth/16/2009,a/south_africa/4655/2013,44.89848193237491
a/perth/16/2009,a/norway/466/2014,42.378523774371814
a/perth/16/2009,a/england/530/2014,40.0
a/perth/16/2009,a/north_carolina/13/2014,40.0
a/perth/16/2009,a/trieste/1/2013,79.99999999999997
a/perth/16/2009,a/netherlands/555/2012,40.0
a/perth/16/2009,a/stockholm/1/2013,79.99999999999997
a/perth/16/2009,a/palau/6759/2014,40.0
a/perth/16/2009,a/sydney/71/2014,40.0
a/perth/16/2009,a/tasmania/11/2014,40.0
a/perth/16/2009,a/poland/1702/2014,79.99999999999997
a/perth/16/2009,a/alaska/5/2010,1279.9999999999998
a/perth/16/2009,a/guadeloupe/202/2010,639.9999999999999
a/perth/16/2009,a/montana/05/2011,1279.9999999999998
a/perth/16/2009,a/south_australia/3/2011,639.9999999999999
a/perth/16/2009,a/georgia/532/2015,40.0
a/victoria/208/2009,a/brisbane/10/2007,297.5321694992726
a/victoria/208/2009,a/perth/16/2009,899.4112914010959
a/victoria/208/2009,a/victoria/208/2009,3092.708977675387
a/victoria/208/2009,a/victoria/210/2009,3352.0245124479284
a/victoria/208/2009,a/alabama/5/2010,1140.350359219636
a/victoria/208/2009,a/perth/10/2010,2807.8719480182467
a/victoria/208/2009,a/hong_kong/3969/2011,3561.127985269324
a/victoria/208/2009,a/stockholm/18/2011,1824.8422029299477
a/victoria/208/2009,a/iowa/19/2010,3079.7440923702225
a/victoria/208/2009,a/finland/190/2011,3880.2344102666193
a/victoria/208/2009,a/england/259/2011,2560.0
a/victoria/208/2009,a/norway/1789/2011,3377.9402515786096
a/victoria/208/2009,a/brisbane/299/2011,2560.0
a/victoria/208/2009,a/victoria/361/2011,2237.850964485354
a/victoria/208/2009,a/berlin/93/2011,3927.988944282168
a/victoria/208/2009,a/athens/gr112/2012,4158.73226934393
a/victoria/208/2009,a/glasgow/407664/2012,905.0966799187808
a/victoria/208/2009,a/athens/112/2012,2186.8754903507825
a/victoria/208/2009,a/texas/50/2012,5120.000000000009
a/victoria/208/2009,a/hawaii/22/2012,2921.319193584674
a/victoria/208/2009,a/ohio/2/2012,1279.9999999999998
a/victoria/208/2009,a/south_australia/30/2012,1279.9999999999998
a/victoria/208/2009,a/maryland/2/2012,5120.0
a/victoria/208/2009,a/wisconsin/67/2005,152.271224481699
a/victoria/208/2009,a/uruguay/716/2007,113.13708498984757
a/victoria/208/2009,a/hong_kong/1985/2009,905.0966799187808
a/victoria/208/2009,a/wisconsin/15/2009,761.0925536017425
a/victoria/208/2009,a/hong_kong/34430/2009,1279.9999999999998
a/victoria/208/2009,a/rhode_island/01/2010,1279.9999999999998
a/victoria/208/2009,a/rhode_island/1/2010_(x_199),1279.9999999999998
a/victoria/208/2009,a/trieste/25c/2007,40.0
a/victoria/208/2009,a/hong_kong/1952/2009,319.99999999999994
a/victoria/208/2009,a/trieste/1/2013,639.9999999999999
a/victoria/208/2009,a/netherlands/555/2012,639.9999999999999
a/victoria/208/2009,a/alaska/5/2010,5120.0
a/victoria/208/2009,a/guadeloupe/202/2010,1279.9999999999998
a/victoria/208/2009,a/montana/05/2011,1279.9999999999998
a/victoria/208/2009,a/south_australia/3/2011,2560.0
a/victoria/210/2009,a/brisbane/10/2007,285.0875898049084
a/victoria/210/2009,a/perth/16/2009,1382.4764657821522
a/victoria/210/2009,a/victoria/208/2009,1741.8112002232037
a/victoria/210/2009,a/victoria/210/2009,4063.746693038589
a/victoria/210/2009,a/alabama/5/2010,521.965429428976
a/victoria/210/2009,a/perth/10/2010,2127.969014125542
a/victoria/210/2009,a/hong_kong/3969/2011,1612.698943865437
a/victoria/210/2009,a/stockholm/18/2011,905.0966799187808
a/victoria/210/2009,a/iowa/19/2010,1522.1851072034835
a/victoria/210/2009,a/wisconsin/67/2005,168.7625722370633
a/victoria/210/2009,a/uruguay/716/2007,40.0
a/victoria/210/2009,a/hong_kong/1985/2009,1279.9999999999998
a/victoria/210/2009,a/wisconsin/15/2009,1015.9366732596479
a/victoria/210/2009,a/hong_kong/34430/2009,1279.9999999999998
a/victoria/210/2009,a/rhode_island/01/2010,639.9999999999999
a/victoria/210/2009,a/rhode_island/1/2010_(x_199),1279.9999999999998
a/victoria/210/2009,a/alaska/5/2010,2560.0
a/victoria/210/2009,a/guadeloupe/202/2010,639.9999999999999
a/victoria/210/2009,a/montana/05/2011,1279.9999999999998
a/victoria/210/2009,a/south_australia/3/2011,1279.9999999999998
a/alabama/5/2010,a/brisbane/10/2007,41.77095129709654
a/alabama/5/2010,a/perth/16/2009,51.410711039304694
a/alabama/5/2010,a/victoria/208/2009,40.526565720996565
a/alabama/5/2010,a/victoria/210/2009,49.674312482939364
a/alabama/5/2010,a/alabama/5/2010,129.03183708122904
a/alabama/5/2010,a/perth/10/2010,289.83157256444997
a/alabama/5/2010,a/hong_kong/3969/2011,390.0843693454324
a/alabama/5/2010,a/stockholm/18/2011,109.91629179664707
a/alabama/5/2010,a/iowa/19/2010,122.9500145030409
a/alabama/5/2010,a/finland/190/2011,121.2573253208318
a/alabama/5/2010,a/england/259/2011,79.99999999999997
a/alabama/5/2010,a/norway/1789/2011,242.51465064166342
a/alabama/5/2010,a/brisbane/299/2011,113.13708498984757
a/alabama/5/2010,a/victoria/361/2011,112.62900426243127
a/alabama/5/2010,a/berlin/93/2011,216.44032924118312
a/alabama/5/2010,a/athens/gr112/2012,342.96750801161375
a/alabama/5/2010,a/glasgow/407664/2012,40.0
a/alabama/5/2010,a/athens/112/2012,223.3882628677442
a/alabama/5/2010,a/texas/50/2012,208.88187163356932
a/alabama/5/2010,a/hawaii/22/2012,59.43977156547779
a/alabama/5/2010,a/ohio/2/2012,40.0
a/alabama/5/2010,a/south_australia/30/2012,40.0
a/alabama/5/2010,a/maryland/2/2012,40.0
a/alabama/5/2010,a/wisconsin/67/2005,40.0
a/alabama/5/2010,a/wisconsin/15/2009,60.62866266041584
a/alabama/5/2010,a/rhode_island/1/2010_(x_199),639.9999999999999
a/alabama/5/2010,a/samara/73/2013,139.2880901273797
a/alabama/5/2010,a/almaty/2958/2013,40.0
a/alabama/5/2010,a/serbia/ns_210/2013,40.0
a/alabama/5/2010,a/hong_kong/146/2013,79.99999999999997
a/alabama/5/2010,a/trieste/1/2013,40.0
a/alabama/5/2010,a/netherlands/555/2012,40.0
a/alabama/5/2010,a/alaska/5/2010,159.99999999999994
a/alabama/5/2010,a/guadeloupe/202/2010,319.99999999999994
a/alabama/5/2010,a/montana/05/2011,319.99999999999994
a/alabama/5/2010,a/south_australia/3/2011,639.9999999999999
a/perth/10/2010,a/brisbane/10/2007,91.89586839976278
a/perth/10/2010,a/perth/16/2009,422.2425314473261
a/perth/10/2010,a/victoria/208/2009,265.99612676569194
a/perth/10/2010,a/victoria/210/2009,442.21212158968757
a/perth/10/2010,a/alabama/5/2010,557.1523605095189
a/perth/10/2010,a/perth/10/2010,884.424243179376
a/perth/10/2010,a/hong_kong/3969/2011,2559.9999999999977
a/perth/10/2010,a/stockholm/18/2011,1280.000000000001
a/perth/10/2010,a/iowa/19/2010,1173.7651753019788
a/perth/10/2010,a/wisconsin/67/2005,45.94793419988142
a/perth/10/2010,a/wisconsin/15/2009,100.79368399158987
a/perth/10/2010,a/alaska/5/2010,40.0
a/perth/10/2010,a/guadeloupe/202/2010,159.99999999999994
a/perth/10/2010,a/montana/05/2011,1279.9999999999998
a/perth/10/2010,a/south_australia/3/2011,1279.9999999999998
a/hong_kong/3969/2011,a/brisbane/10/2007,97.52109233635798
a/hong_kong/3969/2011,a/perth/16/2009,155.0375158242018
a/hong_kong/3969/2011,a/victoria/208/2009,136.6797181469235
a/hong_kong/3969/2011,a/victoria/210/2009,215.34403082117677
a/hong_kong/3969/2011,a/alabama/5/2010,248.7050050833469
a/hong_kong/3969/2011,a/perth/10/2010,430.6880616423536
a/hong_kong/3969/2011,a/hong_kong/3969/2011,1015.9366732596479
a/hong_kong/3969/2011,a/stockholm/18/2011,390.0843693454324
a/hong_kong/3969/2011,a/iowa/19/2010,330.242649514947
a/hong_kong/3969/2011,a/finland/190/2011,1114.3047210190389
a/hong_kong/3969/2011,a/england/259/2011,639.9999999999999
a/hong_kong/3969/2011,a/norway/1789/2011,844.485062894653
a/hong_kong/3969/2011,a/brisbane/299/2011,639.9999999999999
a/hong_kong/3969/2011,a/victoria/361/2011,502.89102918721807
a/hong_kong/3969/2011,a/berlin/93/2011,1076.347411524755
a/hong_kong/3969/2011,a/athens/gr112/2012,844.4850628946523
a/hong_kong/3969/2011,a/glasgow/407664/2012,159.99999999999994
a/hong_kong/3969/2011,a/wisconsin/67/2005,40.0
a/hong_kong/3969/2011,a/wisconsin/15/2009,79.99999999999997
a/hong_kong/3969/2011,a/montana/05/2011,639.9999999999999
a/hong_kong/3969/2011,a/south_australia/3/2011,1279.9999999999998
a/stockholm/18/2011,a/brisbane/10/2007,65.62682848061101
a/stockholm/18/2011,a/perth/16/2009,59.264335835287916
a/stockholm/18/2011,a/victoria/208/2009,70.52730039968165
a/stockholm/18/2011,a/victoria/210/2009,79.99999999999997
a/stockholm/18/2011,a/alabama/5/2010,83.4680744773615
a/stockholm/18/2011,a/perth/10/2010,215.34403082117697
a/stockholm/18/2011,a/hong_kong/3969/2011,430.68806164235394
a/stockholm/18/2011,a/stockholm/18/2011,355.43532146327226
a/stockholm/18/2011,a/iowa/19/2010,142.78978758805422
a/stockholm/18/2011,a/finland/190/2011,211.12126572366284
a/stockholm/18/2011,a/england/259/2011,159.99999999999994
a/stockholm/18/2011,a/norway/1789/2011,367.58347359905116
a/stockholm/18/2011,a/brisbane/299/2011,226.27416997969513
a/stockholm/18/2011,a/victoria/361/2011,218.96548573516208
a/stockholm/18/2011,a/berlin/93/2011,452.5483399593907
a/stockholm/18/2011,a/athens/gr112/2012,452.5483399593907
a/stockholm/18/2011,a/glasgow/407664/2012,56.568542494923776
a/stockholm/18/2011,a/athens/112/2012,485.0293012833273
a/stockholm/18/2011,a/texas/50/2012,355.5976569361641
a/stockholm/18/2011,a/hawaii/22/2012,289.83157256444997
a/stockholm/18/2011,a/ohio/2/2012,79.99999999999997
a/stockholm/18/2011,a/south_australia/30/2012,79.99999999999997
a/stockholm/18/2011,a/maryland/2/2012,79.99999999999997
a/stockholm/18/2011,a/samara/73/2013,700.5590633182202
a/stockholm/18/2011,a/serbia/ns_210/2013,274.3180745129831
a/stockholm/18/2011,a/hong_kong/146/2013,276.5510058501135
a/stockholm/18/2011,nib_85_(a/almaty/2958/2013),240.54506461696872
a/stockholm/18/2011,a/new_york/39/2012,319.99999999999994
a/stockholm/18/2011,a/almaty/2958/2013,319.99999999999994
a/stockholm/18/2011,a/trieste/1/2013,319.99999999999994
a/stockholm/18/2011,a/netherlands/555/2012,79.99999999999997
a/stockholm/18/2011,a/wisconsin/67/2005,40.0
a/stockholm/18/2011,a/montana/05/2011,159.99999999999994
a/stockholm/18/2011,a/south_australia/3/2011,319.99999999999994
a/stockholm/18/2011,a/wisconsin/15/2009,40.0
a/iowa/19/2010,a/brisbane/10/2007,159.9999999999998
a/iowa/19/2010,a/perth/16/2009,450.21346903642456
a/iowa/19/2010,a/victoria/208/2009,1363.2525944831536
a/iowa/19/2010,a/victoria/210/2009,1902.0726900952934
a/iowa/19/2010,a/alabama/5/2010,813.9897798244781
a/iowa/19/2010,a/perth/10/2010,3120.674954763454
a/iowa/19/2010,a/hong_kong/3969/2011,2734.6987284848688
a/iowa/19/2010,a/stockholm/18/2011,1334.9168402513865
a/iowa/19/2010,a/iowa/19/2010,2265.2546203997745
a/iowa/19/2010,a/finland/190/2011,3377.9402515786037
a/iowa/19/2010,a/england/259/2011,1810.1933598375617
a/iowa/19/2010,a/norway/1789/2011,3880.2344102666193
a/iowa/19/2010,a/brisbane/299/2011,3620.3867196751203
a/iowa/19/2010,a/victoria/361/2011,1261.4571306822393
a/iowa/19/2010,a/berlin/93/2011,2008.5352906156793
a/iowa/19/2010,a/athens/gr112/2012,2228.609442038076
a/iowa/19/2010,a/glasgow/407664/2012,319.99999999999994
a/iowa/19/2010,a/athens/112/2012,1741.8112002232037
a/iowa/19/2010,a/texas/50/2012,2104.584031563543
a/iowa/19/2010,a/hawaii/22/2012,1085.2659096032457
a/iowa/19/2010,a/ohio/2/2012,319.99999999999994
a/iowa/19/2010,a/south_australia/30/2012,639.9999999999999
a/iowa/19/2010,a/maryland/2/2012,1279.9999999999998
a/iowa/19/2010,a/samara/73/2013,1134.6369616398374
a/iowa/19/2010,a/serbia/ns_210/2013,691.238232891076
a/iowa/19/2010,a/hong_kong/146/2013,888.7367312733805
a/iowa/19/2010,nib_85_(a/almaty/2958/2013),886.8315769476447
a/iowa/19/2010,a/new_york/39/2012,905.0966799187808
a/iowa/19/2010,a/almaty/2958/2013,1279.9999999999998
a/iowa/19/2010,a/trieste/1/2013,319.99999999999994
a/iowa/19/2010,a/netherlands/555/2012,159.99999999999994
a/iowa/19/2010,a/wisconsin/67/2005,79.99999999999997
a/iowa/19/2010,a/wisconsin/15/2009,639.9999999999999
a/iowa/19/2010,a/alaska/5/2010,1279.9999999999998
a/iowa/19/2010,a/guadeloupe/202/2010,1279.9999999999998
a/iowa/19/2010,a/montana/05/2011,2560.0
a/iowa/19/2010,a/south_australia/3/2011,2560.0
a/chiang_rai/277/2011,a/brisbane/10/2007,40.0
a/chiang_rai/277/2011,a/perth/16/2009,159.99999999999994
a/chiang_rai/277/2011,a/victoria/208/2009,319.99999999999994
a/chiang_rai/277/2011,a/victoria/210/2009,159.99999999999994
a/chiang_rai/277/2011,a/alabama/5/2010,319.99999999999994
a/chiang_rai/277/2011,a/perth/10/2010,639.9999999999999
a/chiang_rai/277/2011,a/hong_kong/3969/2011,1279.9999999999998
a/chiang_rai/277/2011,a/stockholm/18/2011,319.99999999999994
a/chiang_rai/277/2011,a/iowa/19/2010,639.9999999999999
a/hormozgan/7980/2011,a/brisbane/10/2007,40.0
a/hormozgan/7980/2011,a/perth/16/2009,40.0
a/hormozgan/7980/2011,a/victoria/208/2009,159.99999999999994
a/hormozgan/7980/2011,a/victoria/210/2009,79.99999999999997
a/hormozgan/7980/2011,a/alabama/5/2010,159.99999999999994
a/hormozgan/7980/2011,a/perth/10/2010,159.99999999999994
a/hormozgan/7980/2011,a/hong_kong/3969/2011,319.99999999999994
a/hormozgan/7980/2011,a/stockholm/18/2011,319.99999999999994
a/hormozgan/7980/2011,a/iowa/19/2010,319.99999999999994
a/hormozgan/7981/2011,a/brisbane/10/2007,40.0
a/hormozgan/7981/2011,a/perth/16/2009,159.99999999999994
a/hormozgan/7981/2011,a/victoria/208/2009,319.99999999999994
a/hormozgan/7981/2011,a/victoria/210/2009,319.99999999999994
a/hormozgan/7981/2011,a/alabama/5/2010,319.99999999999994
a/hormozgan/7981/2011,a/perth/10/2010,319.99999999999994
a/hormozgan/7981/2011,a/hong_kong/3969/2011,639.9999999999999
a/hormozgan/7981/2011,a/stockholm/18/2011,319.99999999999994
a/hormozgan/7981/2011,a/iowa/19/2010,319.99999999999994
a/khorasan/8032/2011,a/brisbane/10/2007,40.0
a/khorasan/8032/2011,a/perth/16/2009,159.99999999999994
a/khorasan/8032/2011,a/victoria/208/2009,319.99999999999994
a/khorasan/8032/2011,a/victoria/210/2009,319.99999999999994
a/khorasan/8032/2011,a/alabama/5/2010,319.99999999999994
a/khorasan/8032/2011,a/perth/10/2010,639.9999999999999
a/khorasan/8032/2011,a/hong_kong/3969/2011,639.9999999999999
a/khorasan/8032/2011,a/stockholm/18/2011,639.9999999999999
a/khorasan/8032/2011,a/iowa/19/2010,639.9999999999999
a/khorasan/8320/2011,a/brisbane/10/2007,40.0
a/khorasan/8320/2011,a/perth/16/2009,159.99999999999994
a/khorasan/8320/2011,a/victoria/208/2009,159.99999999999994
a/khorasan/8320/2011,a/victoria/210/2009,159.99999999999994
a/khorasan/8320/2011,a/alabama/5/2010,319.99999999999994
a/khorasan/8320/2011,a/perth/10/2010,319.99999999999994
a/khorasan/8320/2011,a/hong_kong/3969/2011,639.9999999999999
a/khorasan/8320/2011,a/stockholm/18/2011,639.9999999999999
a/khorasan/8320/2011,a/iowa/19/2010,639.9999999999999
a/tehran/8331/2011,a/brisbane/10/2007,40.0
a/tehran/8331/2011,a/perth/16/2009,159.99999999999994
a/tehran/8331/2011,a/victoria/208/2009,159.99999999999994
a/tehran/8331/2011,a/victoria/210/2009,159.99999999999994
a/tehran/8331/2011,a/alabama/5/2010,319.99999999999994
a/tehran/8331/2011,a/perth/10/2010,639.9999999999999
a/tehran/8331/2011,a/hong_kong/3969/2011,639.9999999999999
a/tehran/8331/2011,a/stockholm/18/2011,319.99999999999994
a/tehran/8331/2011,a/iowa/19/2010,639.9999999999999
a/esfahan/8343/2011,a/brisbane/10/2007,40.0
a/esfahan/8343/2011,a/perth/16/2009,319.99999999999994
a/esfahan/8343/2011,a/victoria/208/2009,159.99999999999994
a/esfahan/8343/2011,a/victoria/210/2009,319.99999999999994
a/esfahan/8343/2011,a/alabama/5/2010,639.9999999999999
a/esfahan/8343/2011,a/perth/10/2010,639.9999999999999
a/esfahan/8343/2011,a/hong_kong/3969/2011,1279.9999999999998
a/esfahan/8343/2011,a/stockholm/18/2011,639.9999999999999
a/esfahan/8343/2011,a/iowa/19/2010,1279.9999999999998
a/kentucky/05/2011,a/brisbane/10/2007,40.0
a/kentucky/05/2011,a/perth/16/2009,40.0
a/kentucky/05/2011,a/victoria/208/2009,40.0
a/kentucky/05/2011,a/victoria/210/2009,40.0
a/kentucky/05/2011,a/alabama/5/2010,159.99999999999994
a/kentucky/05/2011,a/perth/10/2010,159.99999999999994
a/kentucky/05/2011,a/hong_kong/3969/2011,319.99999999999994
a/kentucky/05/2011,a/stockholm/18/2011,159.99999999999994
a/kentucky/05/2011,a/iowa/19/2010,159.99999999999994
a/utah/12/2011,a/brisbane/10/2007,79.99999999999997
a/utah/12/2011,a/perth/16/2009,79.99999999999997
a/utah/12/2011,a/victoria/208/2009,159.99999999999994
a/utah/12/2011,a/victoria/210/2009,159.99999999999994
a/utah/12/2011,a/alabama/5/2010,159.99999999999994
a/utah/12/2011,a/perth/10/2010,319.99999999999994
a/utah/12/2011,a/hong_kong/3969/2011,639.9999999999999
a/utah/12/2011,a/stockholm/18/2011,639.9999999999999
a/utah/12/2011,a/iowa/19/2010,319.99999999999994
a/madrid/rr8753/2011,a/brisbane/10/2007,40.0
a/madrid/rr8753/2011,a/perth/16/2009,79.99999999999997
a/madrid/rr8753/2011,a/victoria/208/2009,159.99999999999994
a/madrid/rr8753/2011,a/victoria/210/2009,159.99999999999994
a/madrid/rr8753/2011,a/alabama/5/2010,159.99999999999994
a/madrid/rr8753/2011,a/perth/10/2010,319.99999999999994
a/madrid/rr8753/2011,a/hong_kong/3969/2011,639.9999999999999
a/madrid/rr8753/2011,a/stockholm/18/2011,319.99999999999994
a/madrid/rr8753/2011,a/iowa/19/2010,319.99999999999994
a/slovenia/2855/2011,a/brisbane/10/2007,40.0
a/slovenia/2855/2011,a/perth/16/2009,159.99999999999994
a/slovenia/2855/2011,a/victoria/208/2009,159.99999999999994
a/slovenia/2855/2011,a/victoria/210/2009,159.99999999999994
a/slovenia/2855/2011,a/alabama/5/2010,639.9999999999999
a/slovenia/2855/2011,a/perth/10/2010,639.9999999999999
a/slovenia/2855/2011,a/hong_kong/3969/2011,1279.9999999999998
a/slovenia/2855/2011,a/stockholm/18/2011,319.99999999999994
a/slovenia/2855/2011,a/iowa/19/2010,639.9999999999999
a/berlin/92/2011,a/brisbane/10/2007,40.0
a/berlin/92/2011,a/perth/16/2009,159.99999999999994
a/berlin/92/2011,a/victoria/208/2009,639.9999999999999
a/berlin/92/2011,a/victoria/210/2009,319.99999999999994
a/berlin/92/2011,a/alabama/5/2010,639.9999999999999
a/berlin/92/2011,a/perth/10/2010,639.9999999999999
a/berlin/92/2011,a/hong_kong/3969/2011,1279.9999999999998
a/berlin/92/2011,a/stockholm/18/2011,639.9999999999999
a/berlin/92/2011,a/iowa/19/2010,639.9999999999999
a/berlin/93/2011,a/brisbane/10/2007,79.99999999999997
a/berlin/93/2011,a/perth/16/2009,124.16153051569131
a/berlin/93/2011,a/victoria/208/2009,126.1565193784917
a/berlin/93/2011,a/victoria/210/2009,319.99999999999994
a/berlin/93/2011,a/alabama/5/2010,183.79173679952555
a/berlin/93/2011,a/perth/10/2010,639.9999999999999
a/berlin/93/2011,a/hong_kong/3969/2011,929.5506279131685
a/berlin/93/2011,a/stockholm/18/2011,289.1324313242502
a/berlin/93/2011,a/iowa/19/2010,265.6964997689485
a/berlin/93/2011,a/victoria/361/2011,393.6117269514262
a/berlin/93/2011,a/berlin/93/2011,889.5476606990953
a/berlin/93/2011,a/athens/gr112/2012,787.9324245407471
a/berlin/93/2011,a/finland/190/2011,1279.9999999999998
a/berlin/93/2011,a/norway/1789/2011,1279.9999999999998
a/berlin/93/2011,a/glasgow/407664/2012,319.99999999999994
a/berlin/93/2011,a/athens/112/2012,624.3511309136466
a/berlin/93/2011,a/texas/50/2012,1155.0823114249133
a/berlin/93/2011,a/hawaii/22/2012,430.68806164235394
a/berlin/93/2011,a/ohio/2/2012,159.99999999999994
a/berlin/93/2011,a/south_australia/30/2012,159.99999999999994
a/berlin/93/2011,a/maryland/2/2012,159.99999999999994
a/berlin/93/2011,a/samara/73/2013,806.3494719327199
a/berlin/93/2011,a/almaty/2958/2013,226.27416997969513
a/berlin/93/2011,a/serbia/ns_210/2013,319.99999999999994
a/berlin/93/2011,a/hong_kong/146/2013,639.9999999999999
a/berlin/93/2011,a/trieste/1/2013,319.99999999999994
a/berlin/93/2011,a/netherlands/555/2012,159.99999999999994
a/norway/2366/2011,a/brisbane/10/2007,159.99999999999994
a/norway/2366/2011,a/perth/16/2009,159.99999999999994
a/norway/2366/2011,a/victoria/208/2009,159.99999999999994
a/norway/2366/2011,a/victoria/210/2009,159.99999999999994
a/norway/2366/2011,a/alabama/5/2010,319.99999999999994
a/norway/2366/2011,a/perth/10/2010,319.99999999999994
a/norway/2366/2011,a/hong_kong/3969/2011,639.9999999999999
