virus,reference,hi
a/ukraine/27/2016,a/astrakhan/1/2011,1279.9999999999998
a/ukraine/27/2016,a/st._petersburg/27/2011,639.9999999999999
a/ukraine/27/2016,a/st._petersburg/100/2011,2560.0
a/ukraine/27/2016,a/hong_kong/5659/2012,1279.9999999999998
a/ukraine/27/2016,a/south_africa/3626/2013,1279.9999999999998
a/ukraine/27/2016,a/slovenia/2903/2015,2560.0
a/ukraine/28/2016,a/california/07/2009,2560.0
a/ukraine/28/2016,a/bayern/69/2009,1279.9999999999998
a/ukraine/28/2016,a/lviv/n6/2009,639.9999999999999
a/ukraine/28/2016,a/christchurch/16/2010,1279.9999999999998
a/ukraine/28/2016,a/astrakhan/1/2011,2560.0
a/ukraine/28/2016,a/st._petersburg/27/2011,1279.9999999999998
a/ukraine/28/2016,a/st._petersburg/100/2011,5120.0
a/ukraine/28/2016,a/hong_kong/5659/2012,2560.0
a/ukraine/28/2016,a/south_africa/3626/2013,2560.0
a/ukraine/28/2016,a/slovenia/2903/2015,5120.0
a/khmelnitsky/87/2016,a/california/07/2009,2560.0
a/khmelnitsky/87/2016,a/bayern/69/2009,639.9999999999999
a/khmelnitsky/87/2016,a/lviv/n6/2009,639.9999999999999
a/khmelnitsky/87/2016,a/christchurch/16/2010,1279.9999999999998
a/khmelnitsky/87/2016,a/astrakhan/1/2011,2560.0
a/khmelnitsky/87/2016,a/st._petersburg/27/2011,1279.9999999999998
a/khmelnitsky/87/2016,a/st._petersburg/100/2011,5120.0
a/khmelnitsky/87/2016,a/hong_kong/5659/2012,2560.0
a/khmelnitsky/87/2016,a/south_africa/3626/2013,2560.0
a/khmelnitsky/87/2016,a/slovenia/2903/2015,5120.0
a/parma/295/2015,a/california/07/2009,1279.9999999999998
a/parma/295/2015,a/bayern/69/2009,639.9999999999999
a/parma/295/2015,a/lviv/n6/2009,319.99999999999994
a/parma/295/2015,a/christchurch/16/2010,639.9999999999999
a/parma/295/2015,a/astrakhan/1/2011,1279.9999999999998
a/parma/295/2015,a/st._petersburg/27/2011,639.9999999999999
a/parma/295/2015,a/st._petersburg/100/2011,2560.0
a/parma/295/2015,a/hong_kong/5659/2012,2560.0
a/parma/295/2015,a/south_africa/3626/2013,1279.9999999999998
a/parma/295/2015,a/slovenia/2903/2015,2560.0
a/bayern/20151/2015,a/california/07/2009,639.9999999999999
a/bayern/20151/2015,a/bayern/69/2009,639.9999999999999
a/bayern/20151/2015,a/lviv/n6/2009,319.99999999999994
a/bayern/20151/2015,a/christchurch/16/2010,639.9999999999999
a/bayern/20151/2015,a/astrakhan/1/2011,639.9999999999999
a/bayern/20151/2015,a/st._petersburg/27/2011,319.99999999999994
a/bayern/20151/2015,a/st._petersburg/100/2011,1279.9999999999998
a/bayern/20151/2015,a/hong_kong/5659/2012,1279.9999999999998
a/bayern/20151/2015,a/south_africa/3626/2013,639.9999999999999
a/bayern/20151/2015,a/slovenia/2903/2015,1279.9999999999998
a/spain/112307/2015,a/california/07/2009,1279.9999999999998
a/spain/112307/2015,a/bayern/69/2009,639.9999999999999
a/spain/112307/2015,a/lviv/n6/2009,159.99999999999994
a/spain/112307/2015,a/christchurch/16/2010,639.9999999999999
a/spain/112307/2015,a/astrakhan/1/2011,1279.9999999999998
a/spain/112307/2015,a/st._petersburg/27/2011,639.9999999999999
a/spain/112307/2015,a/st._petersburg/100/2011,2560.0
a/spain/112307/2015,a/hong_kong/5659/2012,2560.0
a/spain/112307/2015,a/south_africa/3626/2013,1279.9999999999998
a/spain/112307/2015,a/slovenia/2903/2015,2560.0
a/ukraine/7/2016,a/california/07/2009,1279.9999999999998
a/ukraine/7/2016,a/bayern/69/2009,639.9999999999999
a/ukraine/7/2016,a/lviv/n6/2009,319.99999999999994
a/ukraine/7/2016,a/christchurch/16/2010,639.9999999999999
a/ukraine/7/2016,a/astrakhan/1/2011,1279.9999999999998
a/ukraine/7/2016,a/st._petersburg/27/2011,639.9999999999999
a/ukraine/7/2016,a/st._petersburg/100/2011,2560.0
a/ukraine/7/2016,a/hong_kong/5659/2012,1279.9999999999998
a/ukraine/7/2016,a/south_africa/3626/2013,1279.9999999999998
a/ukraine/7/2016,a/slovenia/2903/2015,2560.0
a/ukraine/8/2016,a/california/07/2009,1279.9999999999998
a/ukraine/8/2016,a/bayern/69/2009,1279.9999999999998
a/ukraine/8/2016,a/lviv/n6/2009,639.9999999999999
a/ukraine/8/2016,a/christchurch/16/2010,1279.9999999999998
a/ukraine/8/2016,a/astrakhan/1/2011,2560.0
a/ukraine/8/2016,a/st._petersburg/27/2011,639.9999999999999
a/ukraine/8/2016,a/st._petersburg/100/2011,2560.0
a/ukraine/8/2016,a/hong_kong/5659/2012,2560.0
a/ukraine/8/2016,a/south_africa/3626/2013,2560.0
a/ukraine/8/2016,a/slovenia/2903/2015,5120.0
a/thuringen/101/2015,a/california/07/2009,1279.9999999999998
a/thuringen/101/2015,a/bayern/69/2009,639.9999999999999
a/thuringen/101/2015,a/lviv/n6/2009,639.9999999999999
a/thuringen/101/2015,a/christchurch/16/2010,1279.9999999999998
a/thuringen/101/2015,a/astrakhan/1/2011,1279.9999999999998
a/thuringen/101/2015,a/st._petersburg/27/2011,639.9999999999999
a/thuringen/101/2015,a/st._petersburg/100/2011,2560.0
a/thuringen/101/2015,a/hong_kong/5659/2012,1279.9999999999998
a/thuringen/101/2015,a/south_africa/3626/2013,1279.9999999999998
a/thuringen/101/2015,a/slovenia/2903/2015,2560.0
a/champagne_ardenne/2586/2015,a/california/07/2009,1279.9999999999998
a/champagne_ardenne/2586/2015,a/bayern/69/2009,639.9999999999999
a/champagne_ardenne/2586/2015,a/lviv/n6/2009,639.9999999999999
a/champagne_ardenne/2586/2015,a/christchurch/16/2010,639.9999999999999
a/champagne_ardenne/2586/2015,a/astrakhan/1/2011,1279.9999999999998
a/champagne_ardenne/2586/2015,a/st._petersburg/27/2011,639.9999999999999
a/champagne_ardenne/2586/2015,a/st._petersburg/100/2011,2560.0
a/champagne_ardenne/2586/2015,a/hong_kong/5659/2012,2560.0
a/champagne_ardenne/2586/2015,a/south_africa/3626/2013,1279.9999999999998
a/champagne_ardenne/2586/2015,a/slovenia/2903/2015,2560.0
a/ukraine/33/2016,a/california/07/2009,1279.9999999999998
a/ukraine/33/2016,a/bayern/69/2009,319.99999999999994
a/ukraine/33/2016,a/lviv/n6/2009,319.99999999999994
a/ukraine/33/2016,a/christchurch/16/2010,639.9999999999999
a/ukraine/33/2016,a/astrakhan/1/2011,639.9999999999999
a/ukraine/33/2016,a/st._petersburg/27/2011,319.99999999999994
a/ukraine/33/2016,a/st._petersburg/100/2011,1279.9999999999998
a/ukraine/33/2016,a/hong_kong/5659/2012,1279.9999999999998
a/ukraine/33/2016,a/south_africa/3626/2013,1279.9999999999998
a/ukraine/33/2016,a/slovenia/2903/2015,2560.0
a/parma/296/2015,a/california/07/2009,1279.9999999999998
a/parma/296/2015,a/bayern/69/2009,639.9999999999999
a/parma/296/2015,a/lviv/n6/2009,319.99999999999994
a/parma/296/2015,a/christchurch/16/2010,639.9999999999999
a/parma/296/2015,a/astrakhan/1/2011,1279.9999999999998
a/parma/296/2015,a/st._petersburg/27/2011,639.9999999999999
a/parma/296/2015,a/st._petersburg/100/2011,2560.0
a/parma/296/2015,a/hong_kong/5659/2012,2560.0
a/parma/296/2015,a/south_africa/3626/2013,1279.9999999999998
a/parma/296/2015,a/slovenia/2903/2015,2560.0
a/ukraine/4/2016,a/california/07/2009,1279.9999999999998
a/ukraine/4/2016,a/bayern/69/2009,639.9999999999999
a/ukraine/4/2016,a/lviv/n6/2009,319.99999999999994
a/ukraine/4/2016,a/christchurch/16/2010,639.9999999999999
a/ukraine/4/2016,a/astrakhan/1/2011,1279.9999999999998
a/ukraine/4/2016,a/st._petersburg/27/2011,639.9999999999999
a/ukraine/4/2016,a/st._petersburg/100/2011,2560.0
a/ukraine/4/2016,a/hong_kong/5659/2012,2560.0
a/ukraine/4/2016,a/south_africa/3626/2013,1279.9999999999998
a/ukraine/4/2016,a/slovenia/2903/2015,2560.0
a/czech_republic/3/2016,a/california/07/2009,1279.9999999999998
a/czech_republic/3/2016,a/bayern/69/2009,1279.9999999999998
a/czech_republic/3/2016,a/lviv/n6/2009,639.9999999999999
a/czech_republic/3/2016,a/christchurch/16/2010,639.9999999999999
a/czech_republic/3/2016,a/astrakhan/1/2011,1279.9999999999998
a/czech_republic/3/2016,a/st._petersburg/27/2011,639.9999999999999
a/czech_republic/3/2016,a/st._petersburg/100/2011,2560.0
a/czech_republic/3/2016,a/hong_kong/5659/2012,2560.0
a/czech_republic/3/2016,a/south_africa/3626/2013,1279.9999999999998
a/czech_republic/3/2016,a/slovenia/2903/2015,2560.0
a/czech_republic/2/2016,a/california/07/2009,1279.9999999999998
a/czech_republic/2/2016,a/bayern/69/2009,319.99999999999994
a/czech_republic/2/2016,a/lviv/n6/2009,319.99999999999994
a/czech_republic/2/2016,a/christchurch/16/2010,639.9999999999999
a/czech_republic/2/2016,a/astrakhan/1/2011,639.9999999999999
a/czech_republic/2/2016,a/st._petersburg/27/2011,639.9999999999999
a/czech_republic/2/2016,a/st._petersburg/100/2011,1279.9999999999998
a/czech_republic/2/2016,a/hong_kong/5659/2012,1279.9999999999998
a/czech_republic/2/2016,a/south_africa/3626/2013,1279.9999999999998
a/czech_republic/2/2016,a/slovenia/2903/2015,2560.0
a/czech_republic/1/2016,a/california/07/2009,1279.9999999999998
a/czech_republic/1/2016,a/bayern/69/2009,639.9999999999999
a/czech_republic/1/2016,a/lviv/n6/2009,319.99999999999994
a/czech_republic/1/2016,a/christchurch/16/2010,639.9999999999999
a/czech_republic/1/2016,a/astrakhan/1/2011,1279.9999999999998
a/czech_republic/1/2016,a/st._petersburg/27/2011,639.9999999999999
a/czech_republic/1/2016,a/st._petersburg/100/2011,2560.0
a/czech_republic/1/2016,a/hong_kong/5659/2012,2560.0
a/czech_republic/1/2016,a/south_africa/3626/2013,1279.9999999999998
a/czech_republic/1/2016,a/slovenia/2903/2015,2560.0
a/ukraine/20/2016,a/california/07/2009,1279.9999999999998
a/ukraine/20/2016,a/bayern/69/2009,639.9999999999999
a/ukraine/20/2016,a/lviv/n6/2009,319.99999999999994
a/ukraine/20/2016,a/christchurch/16/2010,639.9999999999999
a/ukraine/20/2016,a/astrakhan/1/2011,1279.9999999999998
a/ukraine/20/2016,a/st._petersburg/27/2011,639.9999999999999
a/ukraine/20/2016,a/st._petersburg/100/2011,2560.0
a/ukraine/20/2016,a/hong_kong/5659/2012,2560.0
a/ukraine/20/2016,a/south_africa/3626/2013,1279.9999999999998
a/ukraine/20/2016,a/slovenia/2903/2015,2560.0
a/athens/12/2016,a/california/07/2009,1279.9999999999998
a/athens/12/2016,a/bayern/69/2009,639.9999999999999
a/athens/12/2016,a/lviv/n6/2009,319.99999999999994
a/athens/12/2016,a/christchurch/16/2010,639.9999999999999
a/athens/12/2016,a/astrakhan/1/2011,1279.9999999999998
a/athens/12/2016,a/st._petersburg/27/2011,639.9999999999999
a/athens/12/2016,a/st._petersburg/100/2011,2560.0
a/athens/12/2016,a/hong_kong/5659/2012,1279.9999999999998
a/athens/12/2016,a/south_africa/3626/2013,1279.9999999999998
a/athens/12/2016,a/slovenia/2903/2015,2560.0
a/ukraine/35/2016,a/california/07/2009,1279.9999999999998
a/ukraine/35/2016,a/bayern/69/2009,639.9999999999999
a/ukraine/35/2016,a/lviv/n6/2009,319.99999999999994
a/ukraine/35/2016,a/christchurch/16/2010,639.9999999999999
a/ukraine/35/2016,a/astrakhan/1/2011,1279.9999999999998
a/ukraine/35/2016,a/st._petersburg/27/2011,639.9999999999999
a/ukraine/35/2016,a/st._petersburg/100/2011,2560.0
a/ukraine/35/2016,a/hong_kong/5659/2012,2560.0
a/ukraine/35/2016,a/south_africa/3626/2013,1279.9999999999998
a/ukraine/35/2016,a/slovenia/2903/2015,2560.0
a/thuringen/1/2016,a/california/07/2009,1279.9999999999998
a/thuringen/1/2016,a/bayern/69/2009,639.9999999999999
a/thuringen/1/2016,a/lviv/n6/2009,639.9999999999999
a/thuringen/1/2016,a/christchurch/16/2010,639.9999999999999
a/thuringen/1/2016,a/astrakhan/1/2011,1279.9999999999998
a/thuringen/1/2016,a/st._petersburg/27/2011,639.9999999999999
a/thuringen/1/2016,a/st._petersburg/100/2011,2560.0
a/thuringen/1/2016,a/hong_kong/5659/2012,2560.0
a/thuringen/1/2016,a/south_africa/3626/2013,1279.9999999999998
a/thuringen/1/2016,a/slovenia/2903/2015,2560.0
a/thuringen/2/2016,a/california/07/2009,1279.9999999999998
a/thuringen/2/2016,a/bayern/69/2009,639.9999999999999
a/thuringen/2/2016,a/lviv/n6/2009,639.9999999999999
a/thuringen/2/2016,a/christchurch/16/2010,639.9999999999999
a/thuringen/2/2016,a/astrakhan/1/2011,1279.9999999999998
a/thuringen/2/2016,a/st._petersburg/27/2011,639.9999999999999
a/thuringen/2/2016,a/st._petersburg/100/2011,5120.0
a/thuringen/2/2016,a/hong_kong/5659/2012,2560.0
a/thuringen/2/2016,a/south_africa/3626/2013,1279.9999999999998
a/thuringen/2/2016,a/slovenia/2903/2015,5120.0
a/hamburg/1/2016,a/california/07/2009,1279.9999999999998
a/hamburg/1/2016,a/bayern/69/2009,639.9999999999999
a/hamburg/1/2016,a/lviv/n6/2009,319.99999999999994
a/hamburg/1/2016,a/christchurch/16/2010,639.9999999999999
a/hamburg/1/2016,a/astrakhan/1/2011,1279.9999999999998
a/hamburg/1/2016,a/st._petersburg/27/2011,639.9999999999999
a/hamburg/1/2016,a/st._petersburg/100/2011,2560.0
a/hamburg/1/2016,a/hong_kong/5659/2012,1279.9999999999998
a/hamburg/1/2016,a/south_africa/3626/2013,1279.9999999999998
a/hamburg/1/2016,a/slovenia/2903/2015,2560.0
a/baden_wurttemberg/1/2016,a/california/07/2009,1279.9999999999998
a/baden_wurttemberg/1/2016,a/bayern/69/2009,639.9999999999999
a/baden_wurttemberg/1/2016,a/lviv/n6/2009,319.99999999999994
a/baden_wurttemberg/1/2016,a/christchurch/16/2010,639.9999999999999
a/baden_wurttemberg/1/2016,a/astrakhan/1/2011,1279.9999999999998
a/baden_wurttemberg/1/2016,a/st._petersburg/27/2011,639.9999999999999
a/baden_wurttemberg/1/2016,a/st._petersburg/100/2011,2560.0
a/baden_wurttemberg/1/2016,a/hong_kong/5659/2012,1279.9999999999998
a/baden_wurttemberg/1/2016,a/south_africa/3626/2013,1279.9999999999998
a/baden_wurttemberg/1/2016,a/slovenia/2903/2015,2560.0
a/slovenia/121/2016,a/california/07/2009,1279.9999999999998
a/slovenia/121/2016,a/bayern/69/2009,639.9999999999999
a/slovenia/121/2016,a/lviv/n6/2009,319.99999999999994
a/slovenia/121/2016,a/christchurch/16/2010,639.9999999999999
a/slovenia/121/2016,a/astrakhan/1/2011,1279.9999999999998
a/slovenia/121/2016,a/st._petersburg/27/2011,639.9999999999999
a/slovenia/121/2016,a/st._petersburg/100/2011,2560.0
a/slovenia/121/2016,a/hong_kong/5659/2012,2560.0
a/slovenia/121/2016,a/south_africa/3626/2013,1279.9999999999998
a/slovenia/121/2016,a/slovenia/2903/2015,2560.0
a/thuringen/3/2016,a/california/07/2009,1279.9999999999998
a/thuringen/3/2016,a/bayern/69/2009,639.9999999999999
a/thuringen/3/2016,a/lviv/n6/2009,319.99999999999994
a/thuringen/3/2016,a/christchurch/16/2010,639.9999999999999
a/thuringen/3/2016,a/astrakhan/1/2011,1279.9999999999998
a/thuringen/3/2016,a/st._petersburg/27/2011,639.9999999999999
a/thuringen/3/2016,a/st._petersburg/100/2011,2560.0
a/thuringen/3/2016,a/hong_kong/5659/2012,1279.9999999999998
a/thuringen/3/2016,a/south_africa/3626/2013,1279.9999999999998
a/thuringen/3/2016,a/slovenia/2903/2015,2560.0
a/slovenia/77/2016,a/california/07/2009,1279.9999999999998
a/slovenia/77/2016,a/bayern/69/2009,639.9999999999999
a/slovenia/77/2016,a/lviv/n6/2009,639.9999999999999
a/slovenia/77/2016,a/christchurch/16/2010,639.9999999999999
a/slovenia/77/2016,a/astrakhan/1/2011,1279.9999999999998
a/slovenia/77/2016,a/st._petersburg/27/2011,639.9999999999999
a/slovenia/77/2016,a/st._petersburg/100/2011,2560.0
a/slovenia/77/2016,a/hong_kong/5659/2012,2560.0
a/slovenia/77/2016,a/south_africa/3626/2013,1279.9999999999998
a/slovenia/77/2016,a/slovenia/2903/2015,2560.0
a/ireland/1750/2016,a/california/07/2009,1279.9999999999998
a/ireland/1750/2016,a/bayern/69/2009,639.9999999999999
a/ireland/1750/2016,a/lviv/n6/2009,639.9999999999999
a/ireland/1750/2016,a/christchurch/16/2010,639.9999999999999
a/ireland/1750/2016,a/astrakhan/1/2011,1279.9999999999998
a/ireland/1750/2016,a/st._petersburg/27/2011,639.9999999999999
a/ireland/1750/2016,a/st._petersburg/100/2011,2560.0
a/ireland/1750/2016,a/hong_kong/5659/2012,2560.0
a/ireland/1750/2016,a/south_africa/3626/2013,1279.9999999999998
a/ireland/1750/2016,a/slovenia/2903/2015,2560.0
a/athens/67/2016,a/california/07/2009,639.9999999999999
a/athens/67/2016,a/bayern/69/2009,319.99999999999994
a/athens/67/2016,a/lviv/n6/2009,319.99999999999994
a/athens/67/2016,a/christchurch/16/2010,639.9999999999999
a/athens/67/2016,a/astrakhan/1/2011,1279.9999999999998
a/athens/67/2016,a/st._petersburg/27/2011,639.9999999999999
a/athens/67/2016,a/st._petersburg/100/2011,1279.9999999999998
a/athens/67/2016,a/hong_kong/5659/2012,1279.9999999999998
a/athens/67/2016,a/south_africa/3626/2013,1279.9999999999998
a/athens/67/2016,a/slovenia/2903/2015,1279.9999999999998
a/slovenia/126/2016,a/california/07/2009,1279.9999999999998
a/slovenia/126/2016,a/bayern/69/2009,639.9999999999999
a/slovenia/126/2016,a/lviv/n6/2009,319.99999999999994
a/slovenia/126/2016,a/christchurch/16/2010,639.9999999999999
a/slovenia/126/2016,a/astrakhan/1/2011,1279.9999999999998
a/slovenia/126/2016,a/st._petersburg/27/2011,319.99999999999994
a/slovenia/126/2016,a/st._petersburg/100/2011,1279.9999999999998
a/slovenia/126/2016,a/hong_kong/5659/2012,1279.9999999999998
a/slovenia/126/2016,a/south_africa/3626/2013,1279.9999999999998
a/slovenia/126/2016,a/slovenia/2903/2015,2560.0
a/ireland/2142/2016,a/california/07/2009,1279.9999999999998
a/ireland/2142/2016,a/bayern/69/2009,639.9999999999999
a/ireland/2142/2016,a/lviv/n6/2009,319.99999999999994
a/ireland/2142/2016,a/christchurch/16/2010,639.9999999999999
a/ireland/2142/2016,a/astrakhan/1/2011,1279.9999999999998
a/ireland/2142/2016,a/st._petersburg/27/2011,639.9999999999999
a/ireland/2142/2016,a/st._petersburg/100/2011,2560.0
a/ireland/2142/2016,a/hong_kong/5659/2012,2560.0
a/ireland/2142/2016,a/south_africa/3626/2013,1279.9999999999998
a/ireland/2142/2016,a/slovenia/2903/2015,2560.0
a/ireland/229/2016,a/california/07/2009,1279.9999999999998
a/ireland/229/2016,a/bayern/69/2009,639.9999999999999
a/ireland/229/2016,a/lviv/n6/2009,639.9999999999999
a/ireland/229/2016,a/christchurch/16/2010,639.9999999999999
a/ireland/229/2016,a/astrakhan/1/2011,1279.9999999999998
a/ireland/229/2016,a/st._petersburg/27/2011,639.9999999999999
a/ireland/229/2016,a/st._petersburg/100/2011,2560.0
a/ireland/229/2016,a/hong_kong/5659/2012,2560.0
a/ireland/229/2016,a/south_africa/3626/2013,1279.9999999999998
a/ireland/229/2016,a/slovenia/2903/2015,2560.0
a/berlin/1/2016,a/california/07/2009,639.9999999999999
a/berlin/1/2016,a/bayern/69/2009,639.9999999999999
a/berlin/1/2016,a/lviv/n6/2009,319.99999999999994
a/berlin/1/2016,a/christchurch/16/2010,319.99999999999994
a/berlin/1/2016,a/astrakhan/1/2011,1279.9999999999998
a/berlin/1/2016,a/st._petersburg/27/2011,639.9999999999999
a/berlin/1/2016,a/st._petersburg/100/2011,2560.0
a/berlin/1/2016,a/hong_kong/5659/2012,1279.9999999999998
a/berlin/1/2016,a/south_africa/3626/2013,1279.9999999999998
a/berlin/1/2016,a/slovenia/2903/2015,2560.0
a/berlin/2/2016,a/california/07/2009,639.9999999999999
a/berlin/2/2016,a/bayern/69/2009,319.99999999999994
a/berlin/2/2016,a/lviv/n6/2009,319.99999999999994
a/berlin/2/2016,a/christchurch/16/2010,319.99999999999994
a/berlin/2/2016,a/astrakhan/1/2011,1279.9999999999998
a/berlin/2/2016,a/st._petersburg/27/2011,639.9999999999999
a/berlin/2/2016,a/st._petersburg/100/2011,1279.9999999999998
a/berlin/2/2016,a/hong_kong/5659/2012,1279.9999999999998
a/berlin/2/2016,a/south_africa/3626/2013,639.9999999999999
a/berlin/2/2016,a/slovenia/2903/2015,2560.0
a/parma/1/2016,a/california/07/2009,1279.9999999999998
a/parma/1/2016,a/bayern/69/2009,639.9999999999999
a/parma/1/2016,a/lviv/n6/2009,639.9999999999999
a/parma/1/2016,a/christchurch/16/2010,1279.9999999999998
a/parma/1/2016,a/astrakhan/1/2011,1279.9999999999998
a/parma/1/2016,a/st._petersburg/27/2011,639.9999999999999
a/parma/1/2016,a/st._petersburg/100/2011,2560.0
a/parma/1/2016,a/hong_kong/5659/2012,2560.0
a/parma/1/2016,a/south_africa/3626/2013,1279.9999999999998
a/parma/1/2016,a/slovenia/2903/2015,2560.0
a/athens/123/2016,a/california/07/2009,639.9999999999999
a/athens/123/2016,a/bayern/69/2009,319.99999999999994
a/athens/123/2016,a/lviv/n6/2009,159.99999999999994
a/athens/123/2016,a/christchurch/16/2010,319.99999999999994
a/athens/123/2016,a/astrakhan/1/2011,639.9999999999999
a/athens/123/2016,a/st._petersburg/27/2011,319.99999999999994
a/athens/123/2016,a/st._petersburg/100/2011,1279.9999999999998
a/athens/123/2016,a/hong_kong/5659/2012,1279.9999999999998
a/athens/123/2016,a/south_africa/3626/2013,639.9999999999999
a/athens/123/2016,a/slovenia/2903/2015,1279.9999999999998
a/athens/140/2016,a/california/07/2009,1279.9999999999998
a/athens/140/2016,a/bayern/69/2009,639.9999999999999
a/athens/140/2016,a/lviv/n6/2009,319.99999999999994
a/athens/140/2016,a/christchurch/16/2010,639.9999999999999
a/athens/140/2016,a/astrakhan/1/2011,1279.9999999999998
a/athens/140/2016,a/st._petersburg/27/2011,639.9999999999999
a/athens/140/2016,a/st._petersburg/100/2011,2560.0
a/athens/140/2016,a/hong_kong/5659/2012,2560.0
a/athens/140/2016,a/south_africa/3626/2013,1279.9999999999998
a/athens/140/2016,a/slovenia/2903/2015,2560.0
a/athens/135/2016,a/california/07/2009,639.9999999999999
a/athens/135/2016,a/bayern/69/2009,319.99999999999994
a/athens/135/2016,a/lviv/n6/2009,159.99999999999994
a/athens/135/2016,a/christchurch/16/2010,319.99999999999994
a/athens/135/2016,a/astrakhan/1/2011,639.9999999999999
a/athens/135/2016,a/st._petersburg/27/2011,319.99999999999994
a/athens/135/2016,a/st._petersburg/100/2011,1279.9999999999998
a/athens/135/2016,a/hong_kong/5659/2012,1279.9999999999998
a/athens/135/2016,a/south_africa/3626/2013,639.9999999999999
a/athens/135/2016,a/slovenia/2903/2015,1279.9999999999998
a/ireland/263/2016,a/california/07/2009,1279.9999999999998
a/ireland/263/2016,a/bayern/69/2009,639.9999999999999
a/ireland/263/2016,a/lviv/n6/2009,319.99999999999994
a/ireland/263/2016,a/christchurch/16/2010,639.9999999999999
a/ireland/263/2016,a/astrakhan/1/2011,1279.9999999999998
a/ireland/263/2016,a/st._petersburg/27/2011,639.9999999999999
a/ireland/263/2016,a/st._petersburg/100/2011,2560.0
a/ireland/263/2016,a/hong_kong/5659/2012,1279.9999999999998
a/ireland/263/2016,a/south_africa/3626/2013,1279.9999999999998
a/ireland/263/2016,a/slovenia/2903/2015,2560.0
a/ireland/280/2016,a/california/07/2009,1279.9999999999998
a/ireland/280/2016,a/bayern/69/2009,639.9999999999999
a/ireland/280/2016,a/lviv/n6/2009,639.9999999999999
a/ireland/280/2016,a/christchurch/16/2010,639.9999999999999
a/ireland/280/2016,a/astrakhan/1/2011,1279.9999999999998
a/ireland/280/2016,a/st._petersburg/27/2011,639.9999999999999
a/ireland/280/2016,a/st._petersburg/100/2011,2560.0
a/ireland/280/2016,a/hong_kong/5659/2012,2560.0
a/ireland/280/2016,a/south_africa/3626/2013,1279.9999999999998
a/ireland/280/2016,a/slovenia/2903/2015,2560.0
a/norway/2592/2015,a/california/07/2009,319.99999999999994
a/norway/2592/2015,a/bayern/69/2009,639.9999999999999
a/norway/2592/2015,a/lviv/n6/2009,319.99999999999994
a/norway/2592/2015,a/christchurch/16/2010,319.99999999999994
a/norway/2592/2015,a/astrakhan/1/2011,1279.9999999999998
a/norway/2592/2015,a/st._petersburg/27/2011,319.99999999999994
a/norway/2592/2015,a/st._petersburg/100/2011,1279.9999999999998
a/norway/2592/2015,a/hong_kong/5659/2012,1279.9999999999998
a/norway/2592/2015,a/south_africa/3626/2013,1279.9999999999998
a/berlin/166/2015,a/california/07/2009,319.99999999999994
a/berlin/166/2015,a/bayern/69/2009,319.99999999999994
a/berlin/166/2015,a/lviv/n6/2009,319.99999999999994
a/berlin/166/2015,a/christchurch/16/2010,319.99999999999994
a/berlin/166/2015,a/astrakhan/1/2011,639.9999999999999
a/berlin/166/2015,a/st._petersburg/27/2011,319.99999999999994
a/berlin/166/2015,a/st._petersburg/100/2011,1279.9999999999998
a/berlin/166/2015,a/hong_kong/5659/2012,1279.9999999999998
a/berlin/166/2015,a/south_africa/3626/2013,639.9999999999999
a/norway/2674/2015,a/california/07/2009,319.99999999999994
a/norway/2674/2015,a/bayern/69/2009,639.9999999999999
a/norway/2674/2015,a/lviv/n6/2009,319.99999999999994
a/norway/2674/2015,a/christchurch/16/2010,319.99999999999994
a/norway/2674/2015,a/astrakhan/1/2011,1279.9999999999998
a/norway/2674/2015,a/st._petersburg/27/2011,639.9999999999999
a/norway/2674/2015,a/st._petersburg/100/2011,1279.9999999999998
a/norway/2674/2015,a/hong_kong/5659/2012,1279.9999999999998
a/norway/2674/2015,a/south_africa/3626/2013,1279.9999999999998
a/berlin/167/2015,a/california/07/2009,319.99999999999994
a/berlin/167/2015,a/bayern/69/2009,639.9999999999999
a/berlin/167/2015,a/lviv/n6/2009,319.99999999999994
a/berlin/167/2015,a/christchurch/16/2010,639.9999999999999
a/berlin/167/2015,a/astrakhan/1/2011,1279.9999999999998
a/berlin/167/2015,a/st._petersburg/27/2011,639.9999999999999
a/berlin/167/2015,a/st._petersburg/100/2011,1279.9999999999998
a/berlin/167/2015,a/hong_kong/5659/2012,1279.9999999999998
a/berlin/167/2015,a/south_africa/3626/2013,1279.9999999999998
a/sachsen//102/2015,a/california/07/2009,319.99999999999994
a/sachsen//102/2015,a/bayern/69/2009,319.99999999999994
a/sachsen//102/2015,a/lviv/n6/2009,319.99999999999994
a/sachsen//102/2015,a/christchurch/16/2010,319.99999999999994
a/sachsen//102/2015,a/astrakhan/1/2011,639.9999999999999
a/sachsen//102/2015,a/st._petersburg/27/2011,319.99999999999994
a/sachsen//102/2015,a/st._petersburg/100/2011,1279.9999999999998
a/sachsen//102/2015,a/hong_kong/5659/2012,1279.9999999999998
a/sachsen//102/2015,a/south_africa/3626/2013,639.9999999999999
a/bayern/147/2015,a/california/07/2009,319.99999999999994
a/bayern/147/2015,a/bayern/69/2009,639.9999999999999
a/bayern/147/2015,a/lviv/n6/2009,319.99999999999994
a/bayern/147/2015,a/christchurch/16/2010,639.9999999999999
a/bayern/147/2015,a/astrakhan/1/2011,1279.9999999999998
a/bayern/147/2015,a/st._petersburg/27/2011,639.9999999999999
